Class Number,Class Name,Unique Number,Division,Days,Time,Location,Instructor,Flags,Core,Description
KOR,607 FIRST-YEAR KOREAN II,33470,Lower,MWF,9:00 a.m.-10:00 a.m.,GAR 0.120,"KIM, EUN JOO",,,
KOR,607 FIRST-YEAR KOREAN II,33475,Lower,MWF,10:00 a.m.-11:00 a.m.,WAG 208,"KIM, EUN JOO",,,
KOR,607 FIRST-YEAR KOREAN II,33480,Lower,MWF,11:00 a.m.-12:00 p.m.,GDC 2.502,"KIM, MINA",,,
KOR,607 FIRST-YEAR KOREAN II,33485,Lower,MWF,12:00 p.m.-1:00 p.m.,GDC 2.502,"KIM, MINA",,,
KOR,612 ACCELERATED SECOND-YEAR KOREAN,33490,Lower,MWF,2:00 p.m.-3:00 p.m.,MEZ 1.118,"MCCOY-BAE, ALICE KYUNG",,,
KOR,312L SECOND-YEAR KOREAN II,33495,Lower,MWF,10:00 a.m.-11:00 a.m.,GDC 2.502,"KIM, MINA",,,
KOR,312L SECOND-YEAR KOREAN II,33500,Lower,MWF,12:00 p.m.-1:00 p.m.,MEZ 1.208,"MCCOY-BAE, ALICE KYUNG",,,
KOR,320L THIRD-YEAR KOREAN II,33505,Upper,MWF,1:00 p.m.-2:00 p.m.,MEZ 1.204,"MCCOY-BAE, ALICE KYUNG",,,
KOR,330C INTRO TO MODERN KOREAN LIT,33510,Upper,MWF,11:00 a.m.-12:00 p.m.,WAG 208,"KIM, EUN JOO",,,
L A,101L GLOBAL LEADERSHIP PRACTICE,30644,Lower,T,1:00 p.m.-3:00 p.m.,BUR 214,"TAMEZ MYERS, MARI",,,
L A,101M LIB ARTS TO CAREER,30645,Lower,T,3:30 p.m.-5:30 p.m.,PAR 101,"VON LISKI, CAITLIN",,,
L A,002P PACE WORKSHOP,30650,Lower,W,2:00 p.m.-3:00 p.m.,BUR 134,"SCHMITT, JASMINE ROSE H",,,
L A,002P PACE WORKSHOP,30655,Lower,T,3:00 p.m.-4:00 p.m.,PAR 301,"SCHMITT, JASMINE ROSE H",,,
L A,104R 2-CIV ENGAGEMENT/CIV RESPONSBL,30660,Lower,W,4:00 p.m.-5:00 p.m.,MEZ 2.118,"BOWLES, CARLOS E",,,
L A,110 INTERNSHIP-WB,30665,Lower,,,,"OLDHAM, TATEM M",,,
L A,113P IMPACT MALES THRU MENTOR II,30670,Lower,M,5:00 p.m.-6:00 p.m.,,"CAMPOS, EMMET E",,,
L A,117 STRATS CRIT THINKG FOR SUCCESS,30675,Lower,TH,2:00 p.m.-3:30 p.m.,BUR 214,"BURNETT, BENJAMIN R",,,
L A,119 MAY TERM SEM: GREAT BRITAIN,30680,Lower,T,1:00 p.m.-2:00 p.m.,JES A217A,"VOSS, TANYA M",,,
L A,119 MAY TERM SEM: PUERTO RICO,30685,Lower,W,4:00 p.m.-5:00 p.m.,SZB 4.508,"FRANQUIZ, MARIA E",,,
L A,119 MAY TERM SEM: SWITZERLAND,30690,Lower,TH,3:00 p.m.-4:00 p.m.,CBA 4.338,"PESTILLI, FRANCO",,,
L A,119 SUMMER TERM SEMINAR: AUSTRIA,30695,Lower,W,4:00 p.m.-5:00 p.m.,RLP 2.606,"HOELSCHER, STEVEN D",,,
L A,119 SUMMER TERM SEMINAR: BELGIUM,30700,Lower,W,3:00 p.m.-4:00 p.m.,MEZ 2.124,"EVANS, RHONDA L",,,
L A,119 MAY TERM SEMINAR: FRANCE,30705,Lower,M,3:00 p.m.-4:00 p.m.,RLP 4.222,"LE BORGNE, REBECCA",,,
L A,119 MAY TERM SEMINAR: GREECE,30709,Lower,W,1:00 p.m.-2:00 p.m.,WAG 10,"GULIZIO, JOANN",,,
L A,119 MAY TERM SEMINAR: IRELAND,30710,Lower,M,4:00 p.m.-5:00 p.m.,DMC 3.210,"DE CESARE, DONNA",,,
L A,119 MAY TERM SEMINAR: ITALY,30715,Lower,T,4:00 p.m.-5:00 p.m.,,"THERIAULT, SEAN M",,,
L A,119 SUMMER TERM SEMINAR: HUNGARY,30719,Lower,T,3:00 p.m.-4:00 p.m.,JES A205A,"LIU, AMY H",,,
L A,320 INTERNSHIP-UTNY-WB,30720,Upper,,,,"OLDHAM, TATEM M",,,
L A,320 INTERNSHIP-WB,30725,Upper,,,,"OLDHAM, TATEM M",,,
L A,320J JEWISH STUDIES INTERNSHIP,30730,Upper,W,5:00 p.m.-7:00 p.m.,WCP 5.118,"SERIFF, SUZANNE K",Independent Inquiry Ethics,,
L A,321 INTERNATIONAL INTERNSHIP-WB,30735,Upper,,,,"SCHNEIDER, HOLLY",,,
L A,225 CAREER FIELD EXP: PROJ MGMT II,30740,Upper,F,2:00 p.m.-3:00 p.m.,JES A307A,"PEREIRA, MARC PHILLIP",,,
L A,225 CAREER FIELD EXP: PROJ MGMT II,30745,Upper,F,10:00 a.m.-11:00 a.m.,BUR 214,"PEREIRA, MARC PHILLIP",,,
L A,225 CAREER FIELD EXP: PROJ MGMT II,30750,Upper,F,11:00 a.m.-12:00 p.m.,RLP 0.122,"PEREIRA, MARC PHILLIP",,,
L A,325 GLOBAL LEADERSHIP EXPER-NY,30754,Upper,,,,"TAMEZ MYERS, MARI",,,
L A,325 INTEL AND NATIONAL SECURITY,30755,Upper,TTH,9:30 a.m.-10:45 a.m.,SRH 3.122,"POPE, JAMES PAUL",,,
L A,329 GLOBAL LEARNING SMNR-IND,30758,Upper,W,3:00 p.m.-6:00 p.m.,ECJ 1.306,"ELLZEY, JANET L",,,
L A,329 GLOBAL LEARNING SMNR-JPN,30759,Upper,M,6:00 p.m.-9:00 p.m.,PAC 3.204,"REILLY, ERIN",,,
L A,331R RESEARCH INTERNSHIP,30760,Upper,,,,,,,
L A,340 LEADERSHIP/URBAN ENGAGEMT-UTNY,30765,Upper,W,3:00 p.m.-5:00 p.m.,,"ISENBERG, NOAH",Ethics,,
LAH,103H THE IDEAS OF CIVIC ENGAGEMENT,30820,Lower,M,4:00 p.m.-5:30 p.m.,GAR 0.102,"MUSICK, MARC A",,,
LAH,104H PROFESSIONAL/CAREER DEVEL,30825,Lower,M,4:00 p.m.-5:00 p.m.,PAI 3.02,"OLDHAM, TATEM M",,,
LAH,305 1-REACTING TO THE PAST,30830,Lower,MWF,11:00 a.m.-12:00 p.m.,SZB 2.814,"LANG, ELON M",Ethics Global Cultures Writing,,
LAH,305 1-REACTING TO THE PAST,30835,Lower,TTH,11:00 a.m.-12:30 p.m.,SZB 2.814,"CASEY, JULIE C",Ethics Global Cultures Writing,,
LAH,318Q SUPERVISED RESEARCH,30840,Lower,,,,,,,
LAH,342U POETICS AND PERFORMANCE,30845,Upper,TTH,12:30 p.m.-2:00 p.m.,CBA 4.340,"LAMSON, BRANDON D",,,
LAH,343V AMER LIT/CULTR OF LATE 1960S,30850,Upper,TTH,2:00 p.m.-3:30 p.m.,RLP 2.606,"GORGES, MARSHALL P",,,
LAH,149 SCHOLARS HONORS CAPSTONE,30855,Upper,,,,,,,
LAH,"350 A I: APPRCHS, ETHICS, RSCH",30859,Upper,TTH,2:00 p.m.-3:30 p.m.,PAR 305,"SANKARANARAYANAN, RAJAGOP",,,
LAH,350 CONTEMP ISSUES IN LDRSHP,30860,Upper,TTH,3:30 p.m.-5:00 p.m.,PAR 10,"SCHUMANN, BRENDA ADELLE",,,
LAH,350 FEDS/TEXAS: BRDR MILITRZATION,30865,Upper,TTH,3:30 p.m.-5:00 p.m.,PAR 304,"GONZALEZ, KASSANDRA",Writing,,
LAH,350 HOW ORGANIZATIONS WORK,30870,Upper,MWF,12:00 p.m.-1:00 p.m.,GDC 1.406,"LEE, ELIDA T",,,
LAH,350 LDRSHP KING ARTHUR-QUN ELIZ,30875,Upper,TTH,9:30 a.m.-11:00 a.m.,MEZ 1.204,"LANG, ELON M",Writing Ethics,,
LAH,350 LIT/HEALTH/MEDICINE,30880,Upper,MWF,10:00 a.m.-11:00 a.m.,CAL 22,"BARRISH, PHILLIP J",Writing Ethics,,
LAH,350 PERFORMANCE AND ACTVISM IN US,30885,Upper,TTH,2:00 p.m.-3:30 p.m.,PAR 304,"FARRELL RODRIGUEZ, KAITLY",Writing Cultural Diversity,,
LAH,350 POPE FRANCIS CTH CHRCH-ITA,30890,Upper,,,,"THERIAULT, SEAN M",Writing Independent Inquiry,,
LAH,350 PRESRVATN OF DIFFICULT HIST,30894,Upper,MW,9:30 a.m.-11:00 a.m.,PAR 103,"NORRIS, SARAH S",Cultural Diversity,,
LAH,350 ROOTS OF DEMOCRACY,30895,Upper,TTH,2:00 p.m.-3:30 p.m.,GAR 1.134,"CAMPA, NAOMI",Global Cultures,,
LAH,350 ROWLING AND TOLKIEN,30900,Upper,TTH,11:00 a.m.-12:30 p.m.,PAR 310,"CHRISTIAN, GEORGE S",Writing Global Cultures,,
LAH,350 SEX/POWER: THE CLEOPATRAS,30905,Upper,TTH,11:00 a.m.-12:30 p.m.,GAR 1.134,"KLOKOW, DEIRDRE",Global Cultures,,
LAH,350 TECH CHANGE/FINANC CRISIS,30908,Upper,W,3:00 p.m.-6:00 p.m.,CRD 007B,"GALBRAITH, JAMES K",,,
LAH,350 SEXLTY/GNDR IN LAT AM,30909,Upper,MWF,10:00 a.m.-11:00 a.m.,SRH 1.320,"ZAZUETA, MARIA DEL PILAR",Global Cultures,,
LAH,350 THE BRONTES,30910,Upper,MW,2:30 p.m.-4:00 p.m.,PAR 104,"FERREIRA-BUCKLEY, LINDA",Writing,,
LAH,350 THE ROMANTIC PERIOD,30915,Upper,TTH,9:30 a.m.-11:00 a.m.,CAL 200,"BAKER, SAMUEL",Writing,,
LAH,350 23-HUMAN PLACE IN NATURE,30920,Upper,TTH,11:00 a.m.-12:30 p.m.,CBA 4.342,"TURNER, MATT",,,
LAH,350 24-PAPER CHASE: LW SCH/LIFE LW,30925,Upper,TTH,8:00 a.m.-9:30 a.m.,GAR 2.128,"LEVY, MARK A",Writing,,
LAH,351F PHILANTHROPY/NONPROFIT ORGS,30930,Upper,MW,2:30 p.m.-4:00 p.m.,RLP 1.102,"PAXTON, PAMELA MARIE",Writing,,
LAH,351G REACTG TO REVOLUTIONARY IDEAS,30935,Upper,MW,11:30 a.m.-1:00 p.m.,RLP 2.606,"MAYHEW, LINDA",Global Cultures Writing,,
LAH,351N ARCHIV ADVACY: EXPER LEARN,30940,Upper,TTH,12:30 p.m.-2:00 p.m.,PAR 10,"LANG, ELON M",,,
LAH,351O DATA ANALYTICS IN CONTEMP SCTY,30945,Upper,TTH,11:00 a.m.-12:30 p.m.,PAR 210,"FREELS, JEFF",,,
LAH,351R SOCIAL INEQUALITY/HEALTH IN US,30950,Upper,TTH,12:30 p.m.-2:00 p.m.,RLP 2.606,"MUSICK, MARC A",,,
LAH,351S INTERPRETING BLACK RAGE,30955,Upper,MWF,12:00 p.m.-1:00 p.m.,RLP 0.106,"JONES, BRANDON WILLIAM",Cultural Diversity,,
LAH,351W HITLER/NAZISM/WORLD WAR II,30960,Upper,WF,4:00 p.m.-5:30 p.m.,GAR 0.132,"MATYSIK, TRACIE M",,,
LAH,352E LANG TRUTHS/MYTHS/MYSTERIES,30965,Upper,TTH,9:30 a.m.-11:00 a.m.,RLP 2.606,"RUSSI, CINZIA",Independent Inquiry,,
LAH,352J GLOBAL SUSTAINABILITY AND SOIL,30969,Upper,TTH,11:00 a.m.-12:30 p.m.,RLP 3.102,"BEACH, TIMOTHY",,,
LAH,358Q SUPERVISED RESEARCH,30970,Upper,,,,,,,
LAH,368T HONORS TUTORIAL COURSE I,30975,Upper,,,,,,,
LAH,369T HONORS TUTORIAL COURSE II,30980,Upper,,,,,Writing Independent Inquiry,,
LAL,407K FIRST-YEAR K'ICHE' MAYA II,39707,Lower,MTWTH,9:00 a.m.-10:00 a.m.,SRH 1.320,"TAHAY, MANUELA PETRONILA",,,
LAR,342L HIST/THEORS LANDSCP ARCH II,01640,Upper,MW,9:30 a.m.-11:00 a.m.,GOL 3.120,"BENES, MIROSLAVA",,,
LAR,347R LAND-BSED LRNING: THRY/PRAC,01642,Upper,W,9:00 a.m.-12:00 p.m.,SUT 3.126,"LICKWAR, PHOEBE",,,
LAR,346R SLOW PRACTICES,01643,Upper,F,9:00 a.m.-12:00 p.m.,SUT 3.126,"HANSEN, MAGGIE",,,
LAR,342R 4-HYBRIDITY IN LANDSCAPE/ARCH,01644,Upper,T,2:00 p.m.-5:00 p.m.,SUT 3.112,"BENES, MIROSLAVA",,,
LAS,301 KEY IDEAS & ISS IN LAT AMER,39735,Lower,TTH,9:30 a.m.-11:00 a.m.,WAG 214,"FRIDMAN, DANIEL G",Global Cultures,,
LAS,322 TECHNOLOGY/INFO IN GLBL SOUTH,39738,Upper,TTH,3:30 p.m.-5:00 p.m.,JES A305A,"GOMEZ-CRUZ, EDGAR",,,
LAS,322 LATINX IDS ACROSS AMERS-MEX,39739,Upper,,,,"SAENZ, VICTOR",Cultural Diversity,,
LAS,322 21-MEASURING RACIAL INEQUALITY,39740,Upper,MW,4:00 p.m.-5:30 p.m.,BUR 128,"PAIXAO, MARCELO",Quantitative Reasoning,Mathematics,
LAS,322G BLACK FREEDOM MOVEMENT,39745,Upper,TTH,9:30 a.m.-11:00 a.m.,BUR 130,"FARMER, ASHLEY",,,
LAS,326 2-MUSIC OF LATIN AMERICA,39748,Upper,TTH,11:00 a.m.-12:30 p.m.,MRH 2.634,"MOORE, ROBIN D",Global Cultures Cultural Diversity,Visual and Performing Arts,
LAS,326 2-MUSIC OF LATIN AMERICA,39749,Upper,TTH,11:00 a.m.-12:30 p.m.,MRH 2.634,"MOORE, ROBIN D",Global Cultures Cultural Diversity,Visual and Performing Arts,
LAS,327 5-MAYA ART/ARCHITECTURE-GUA,39750,Upper,,,,"RUNGGALDIER, ASTRID",Global Cultures Independent Inquiry,Visual and Performing Arts,
LAS,327 8-APERTURES: FILM/PHOTO MEX,39755,Upper,TTH,2:00 p.m.-3:30 p.m.,DFA 2.204,"FLAHERTY, GEORGE F",Global Cultures,,
LAS,328 6-RACE/VISUAL CULTURE LAT AM,39758,Upper,TTH,9:30 a.m.-11:00 a.m.,SRH 1.319,"LEU, LORRAINE",Global Cultures,,
LAS,328 14-MUSIC/POWER/POLITICS LAT AM,39759,Upper,TTH,9:30 a.m.-11:00 a.m.,SRH 1.320,"ABALO, JUAN PABLO",Global Cultures,,
LAS,330 4-MAPPING LATIN AMERICA,39760,Upper,TTH,9:30 a.m.-11:00 a.m.,JES A205A,"DEL CASTILLO, LINA MARIA",Global Cultures Writing,,
LAS,337M 5-INTRO TO LAT AMER GOV & POL,39763,Upper,TTH,12:30 p.m.-2:00 p.m.,MEZ B0.306,"MADRID, RAUL L",Global Cultures,,
LAS,330 5-VULNERABILITY TO NAT HAZARDS,39764,Upper,MW,2:30 p.m.-4:00 p.m.,RLP 0.112,"RAMOS, CARLOS E",,,
LAS,337P INTERNTL POLITICS LATIN AMER,39765,Upper,MWF,11:00 a.m.-12:00 p.m.,PAR 201,"WEYLAND, KURT G",,,
LAS,337Q POLIT/ECON/SCTY CONTEMP BRAZIL,39770,Upper,TTH,9:30 a.m.-11:00 a.m.,PAR 201,"HUNTER, WENDY A",,,
LAS,337R POLIT OF DEVELOPMNT LATIN AMER,39775,Upper,TTH,3:30 p.m.-5:00 p.m.,JES A303A,"MADRID, RAUL L",Writing Independent Inquiry,,
LAS,337R POLIT OF DEVELOPMNT LATIN AMER,39779,Upper,TTH,12:30 p.m.-2:00 p.m.,,"MADRID, RAUL L",Global Cultures,,
LAS,366 2-COLONIAL LATIN AMERICA,39780,Upper,TTH,12:30 p.m.-2:00 p.m.,GAR 1.126,"CANIZARES, JORGE",Global Cultures,,
LAS,366 12-MODERN BRAZIL,39785,Upper,TTH,8:00 a.m.-9:30 a.m.,GAR 2.112,"GARFIELD, SETH W",Global Cultures,,
LAS,366 20-COLONIAL LAT AMER THRU OBJS,39790,Upper,TTH,11:00 a.m.-12:30 p.m.,GAR 2.112,"MUNOZ ARBELAEZ, SANTIAGO",Global Cultures,,
LAS,366 35-WHEN CHRIST WAS KING,39795,Upper,M,2:00 p.m.-5:00 p.m.,,"BUTLER, MATTHEW J",Independent Inquiry,,
LAS,366 41-SEXLTY/GNDR IN LAT AM: HON,39798,Upper,MWF,10:00 a.m.-11:00 a.m.,SRH 1.320,"ZAZUETA, MARIA DEL PILAR",Global Cultures,,
LAS,366 40-POLITICS OF FOOD LATIN AMER,39799,Upper,MWF,9:00 a.m.-10:00 a.m.,SRH 1.313,"ZAZUETA, MARIA DEL PILAR",Global Cultures,,
LAS,"366 45-HIST MODERN MEXICO, 1940-PR",39800,Upper,MW,10:00 a.m.-11:30 a.m.,PMA 7.116,"BUTLER, MATTHEW J",Global Cultures,,
LAS,366D RACE/REBELLION/REV CARIBBEAN,39805,Upper,MWF,9:00 a.m.-10:00 a.m.,GAR 2.112,"SORIANO, CRISTINA",,,
LAS,370S 27-INTRO TO LITERATURES/CULS,39810,Upper,TTH,9:30 a.m.-11:00 a.m.,BEN 1.124,"LINDSTROM, NAOMI E",Global Cultures,,
LAS,370S 27-INTRO TO LITERATURES/CULS,39815,Upper,TTH,11:00 a.m.-12:30 p.m.,MEZ 1.122,"CARCAMO-HUECHANTE, LUIS E",Global Cultures,,
LAS,370S 27-INTRO TO LITERATURES/CULS,39819,Upper,TTH,9:30 a.m.-11:00 a.m.,MEZ 1.102,"HERNANDEZ, WANDA ROSELEE",Global Cultures,,
LAS,378 CAPSTONE LATIN AMER STUDIES,39820,Upper,TTH,11:00 a.m.-12:30 p.m.,SRH 1.320,,Independent Inquiry Writing Global Cultures,,
LAT,506 FIRST-YEAR LATIN I,34260,Lower,MW,10:00 a.m.-11:00 a.m.,WAG 10,"ADAMS, ELIZABETH D",,,
LAT,506 FIRST-YEAR LATIN I,34265,Lower,MWF,11:00 a.m.-12:00 p.m.,PAR 210,"MEYER, SAM",,,
LAT,507 FIRST-YEAR LATIN II,34270,Lower,MWF,12:00 p.m.-1:00 p.m.,WAG 10,"TAYLOR, RABUN M",,,
LAT,507 FIRST-YEAR LATIN II,34274,Lower,MWF,12:00 p.m.-1:00 p.m.,SZB 2.418,"WASTA WERNER, WILLIAM J",,,
LAT,511K ACCELERATED INTERMEDIATE LATIN,34275,Lower,MWF,9:00 a.m.-10:00 a.m.,WAG 112,"LUNDY, MARK",,,
LAT,323 7-IMAGES OF AUGUSTUS,34280,Upper,TTH,2:00 p.m.-3:30 p.m.,WAG 112,"LUSHKOV, AYELET HAIMSON",,,
LAT,365 10-SENECA,34285,Upper,TTH,3:30 p.m.-5:00 p.m.,WAG 112,"EBBELER, JENNIFER V",Independent Inquiry Writing,,
LEB,320F FNDTNS OF BUSN LAW/ETHICS,03240,Upper,TTH,9:30 a.m.-11:00 a.m.,GSB 2.124,"QUINTANILLA, DAVID",Ethics,,
LEB,320F FNDTNS OF BUSN LAW/ETHICS,03245,Upper,TTH,11:00 a.m.-12:30 p.m.,GSB 2.124,"QUINTANILLA, DAVID",Ethics,,
LEB,320F FNDTNS OF BUSN LAW/ETHICS,03250,Upper,TTH,12:30 p.m.-2:00 p.m.,GSB 2.124,"QUINTANILLA, DAVID",Ethics,,
LEB,320F FNDTNS OF BUSN LAW/ETHICS-WB,03255,Upper,,,,"BREDESON, DEAN A",Ethics,,
LEB,320F FNDTNS OF BUSN LAW/ETHICS-WB,03259,Upper,,,,"BREDESON, DEAN A",Ethics,,
LEB,323 BUSINESS LAW AND ETHICS,03260,Upper,TTH,8:00 a.m.-9:30 a.m.,UTC 4.104,"PEDERSEN, FRANCES ANN",Ethics,,
LEB,323 BUSINESS LAW AND ETHICS,03265,Upper,TTH,9:30 a.m.-11:00 a.m.,UTC 4.104,"PEDERSEN, FRANCES ANN",Ethics,,
LEB,323 BUSINESS LAW AND ETHICS,03270,Upper,TTH,9:30 a.m.-11:00 a.m.,RRH 4.314,"LANDOLT, KAREN M",Ethics,,
LEB,323 BUSINESS LAW AND ETHICS,03275,Upper,TTH,11:00 a.m.-12:30 p.m.,UTC 4.104,"PEDERSEN, FRANCES ANN",Ethics,,
LEB,323 BUSINESS LAW AND ETHICS,03280,Upper,MW,12:30 p.m.-2:00 p.m.,UTC 1.132,"MURRAY, PAULA C",Ethics,,
LEB,323 BUSINESS LAW AND ETHICS,03285,Upper,TTH,12:30 p.m.-2:00 p.m.,GSB 2.120,,Ethics,,
LEB,323 BUSINESS LAW AND ETHICS,03290,Upper,TTH,12:30 p.m.-2:00 p.m.,UTC 1.144,"PRENTICE, ROBERT A",Ethics,,
LEB,323 BUSINESS LAW AND ETHICS,03295,Upper,TTH,2:00 p.m.-3:30 p.m.,GSB 2.122,"QUINTANILLA, DAVID",Ethics,,
LEB,323 BUSINESS LAW AND ETHICS,03300,Upper,TTH,2:00 p.m.-3:30 p.m.,UTC 3.132,"SEARLE, DAVID C",Ethics,,
LEB,323H BUSINESS LAW AND ETHICS: HON,03305,Upper,TTH,9:30 a.m.-11:00 a.m.,CBA 4.326,"PRENTICE, ROBERT A",Ethics,,
LEB,323H BUSINESS LAW AND ETHICS: HON,03310,Upper,TTH,12:30 p.m.-2:00 p.m.,UTC 1.118,"MEAKIN, CHRISTOPHER H",Ethics,,
LEB,334M HEALTHCARE LAW AND POLICY,03315,Upper,MW,12:30 p.m.-2:00 p.m.,CBA 4.326,"COMOLA, JON R",,,
LEB,372T 2-NAME/IMAGE/LIKENESS,03320,Upper,TTH,2:00 p.m.-3:30 p.m.,RRH 5.402,"LANDOLT, KAREN M",,,
LIN,306 INTRO TO THE STUDY OF LANGUAGE,40050,Lower,MWF,9:00 a.m.-10:00 a.m.,,,Global Cultures,Social and Behavioral Sciences,
LIN,306 INTRO TO THE STUDY OF LANGUAGE,40055,Lower,TTH,9:30 a.m.-11:00 a.m.,JES A305A,"JAUREGUI MAGRINA, JUAN PA",Global Cultures,Social and Behavioral Sciences,
LIN,306 INTRO TO THE STUDY OF LANGUAGE,40060,Lower,MWF,10:00 a.m.-11:00 a.m.,CBA 4.338,"WOODBURY, ANTHONY C",Global Cultures,Social and Behavioral Sciences,
LIN,306 INTRO TO THE STUDY OF LANGUAGE,40065,Lower,MWF,2:00 p.m.-3:00 p.m.,JES A215A,"PARK, SE YEON",Global Cultures,Social and Behavioral Sciences,
LIN,306 INTRO TO THE STUDY OF LANGUAGE,40070,Lower,TTH,3:30 p.m.-5:00 p.m.,GDC 1.406,"WILDER, ELIJAH",Global Cultures,Social and Behavioral Sciences,
LIN,312C CULTURE AND COMMUNICATION,40075,Lower,MW,2:00 p.m.-3:00 p.m.,FAC 21,"SLOTTA, JAMES",Global Cultures Cultural Diversity,Social and Behavioral Sciences,
LIN,312C CULTURE AND COMMUNICATION,40080,Lower,MW,2:00 p.m.-3:00 p.m.,FAC 21,"SLOTTA, JAMES",Global Cultures Cultural Diversity,Social and Behavioral Sciences,
LIN,312C CULTURE AND COMMUNICATION,40085,Lower,MW,2:00 p.m.-3:00 p.m.,FAC 21,"SLOTTA, JAMES",Global Cultures Cultural Diversity,Social and Behavioral Sciences,
LIN,312C CULTURE AND COMMUNICATION,40090,Lower,MW,2:00 p.m.-3:00 p.m.,FAC 21,"SLOTTA, JAMES",Global Cultures Cultural Diversity,Social and Behavioral Sciences,
LIN,312C CULTURE AND COMMUNICATION,40095,Lower,MW,2:00 p.m.-3:00 p.m.,FAC 21,"SLOTTA, JAMES",Global Cultures Cultural Diversity,Social and Behavioral Sciences,
LIN,312C CULTURE AND COMMUNICATION,40100,Lower,MW,2:00 p.m.-3:00 p.m.,FAC 21,"SLOTTA, JAMES",Global Cultures Cultural Diversity,Social and Behavioral Sciences,
LIN,312C CULTURE AND COMMUNICATION,40105,Lower,MW,2:00 p.m.-3:00 p.m.,FAC 21,"SLOTTA, JAMES",Global Cultures Cultural Diversity,Social and Behavioral Sciences,
LIN,312C CULTURE AND COMMUNICATION,40110,Lower,MW,2:00 p.m.-3:00 p.m.,FAC 21,"SLOTTA, JAMES",Global Cultures Cultural Diversity,Social and Behavioral Sciences,
LIN,315 SPEECH SCIENCE,40115,Lower,MWF,3:00 p.m.-4:00 p.m.,DMC 1.202,"CHENG, CISSY",,,
LIN,344K PHONET: PROD/PERCPT SPE SOUNDS,40120,Upper,MWF,1:00 p.m.-2:00 p.m.,RLP 1.102,"SMILJANIC, RAJKA",,,
LIN,345 LANG CHANGE AND LANG VARIATION,40125,Upper,MWF,9:00 a.m.-10:00 a.m.,JES A209A,"HAMP, BARRETT",,,
LIN,350 SPEC TOPICS IN STUDY OF LANG,40130,Upper,MWF,12:00 p.m.-1:00 p.m.,,,,,
LIN,350 3-SIGN LANGS & SIGNING COMMUNS,40135,Upper,TTH,3:30 p.m.-5:00 p.m.,WCP 5.102,"OCCHINO, CORRINE",Cultural Diversity Writing,,
LIN,"350 7-LANG, COGNITION, RHYTHM-WB",40140,Upper,TTH,9:30 a.m.-11:00 a.m.,,"CROWHURST, MEGAN J",,,
LIN,350 12-ANLY TXT DATA: LING STATS,40145,Upper,TTH,12:30 p.m.-2:00 p.m.,WCP 5.102,"ERK, KATRIN E",Quantitative Reasoning Independent Inquiry,,
LIN,350C LANGUAGE AND THE BRAIN,40150,Upper,MWF,11:00 a.m.-12:00 p.m.,RLP 0.128,"LLANOS LUCAS, FERNANDO",,,
LIN,350C LANGUAGE AND THE BRAIN,40155,Upper,TTH,3:30 p.m.-5:00 p.m.,CMA 2.306,"HAMILTON, LIBERTY",,,
LIN,350S WORD MEANING,40160,Upper,TTH,11:00 a.m.-12:30 p.m.,RLP 0.106,"WECHSLER, STEPHEN M",,,
LIN,357 UNDERGRADUATE RESEARCH,40165,Upper,,,,,,,
LIN,364M HISTORY OF ENGLISH LANGUAGE,40170,Upper,TTH,11:00 a.m.-12:30 p.m.,PAR 204,"BLOCKLEY, MARY E",Global Cultures Independent Inquiry,,
LIN,365 BIAS,40175,Upper,MW,2:00 p.m.-3:00 p.m.,SZB 2.802,"BEAVER, DAVID I",Ethics,,
LIN,372K SOUND PTTRNS: SOUND TO WORD-WB,40180,Upper,TTH,12:30 p.m.-2:00 p.m.,,"CROWHURST, MEGAN J",,,
LIN,372L SYNTAX/SEM: STRUC/MEAN UTTERNC,40185,Upper,TTH,2:00 p.m.-3:30 p.m.,RLP 1.102,"WECHSLER, STEPHEN M",,,
LIN,373D AFRICAN AMERICAN LANGUAGE,40190,Upper,TTH,2:00 p.m.-3:30 p.m.,PAR 302,"HINRICHS, LARS",Writing Cultural Diversity Global Cultures,,
LIN,373L AMER INDIAN LANGS AND CULS,40194,Upper,TTH,9:30 a.m.-11:00 a.m.,WCP 4.118,"WEBSTER, ANTHONY K",,,
LIN,679HA HONORS TUTORIAL COURSE,40195,Upper,,,,,,,
LIN,679HB HONORS TUTORIAL COURSE,40199,Upper,,,,,Writing Independent Inquiry,,
M,302 INTRODUCTION TO MATHEMATICS,53700,Lower,MWF,10:00 a.m.-11:00 a.m.,CPE 2.208,"DUNN, TAVISH J",Quantitative Reasoning,Mathematics,
M,302 INTRODUCTION TO MATHEMATICS,53705,Lower,MWF,12:00 p.m.-1:00 p.m.,ETC 2.108,"DUNN, TAVISH J",Quantitative Reasoning,Mathematics,
M,302 INTRODUCTION TO MATHEMATICS,53710,Lower,MWF,1:00 p.m.-2:00 p.m.,ETC 2.108,"HAGER, AMANDA",Quantitative Reasoning,Mathematics,
M,305G PREPARATION FOR CALCULUS,53715,Lower,TTH,12:30 p.m.-2:00 p.m.,ETC 2.108,"ELIAS, PAMELA GARRISON",,Mathematics,
M,305G PREPARATION FOR CALCULUS,53720,Lower,TTH,12:30 p.m.-2:00 p.m.,ETC 2.108,"ELIAS, PAMELA GARRISON",,Mathematics,
